0    0.9036
1    0.9053
2    0.9071
3    0.9075
4    0.9078
5    0.9088
6    0.9085
7    0.9118
8    0.9102
9    0.9106
10    0.9115
11    0.9123
12    0.9121
13    0.9120
14    0.9123
15    0.9129
16    0.9121
17    0.9135
18    0.9136
19    0.9137
20    0.9124
21    0.9123
22    0.9127
23    0.9123
24    0.9110
25    0.9112
26    0.9118
27    0.9131
28    0.9119
29    0.9124
30    0.9117
31    0.9121
32    0.9123
33    0.9118
34    0.9124
35    0.9132
36    0.9120
37    0.9140
38    0.9124
39    0.9114
40    0.9128
41    0.9120
42    0.9119
43    0.9121
44    0.9126
45    0.9125
46    0.9122
47    0.9128
48    0.9116
49    0.9115
