0    0.8811
1    0.8854
2    0.8867
3    0.8866
4    0.8858
5    0.8907
6    0.8903
7    0.8893
8    0.8883
9    0.8854
10    0.8842
11    0.8860
12    0.8849
13    0.8843
14    0.8870
15    0.8867
16    0.8923
17    0.8930
18    0.8941
19    0.8945
20    0.8876
21    0.8904
22    0.8915
23    0.8869
24    0.8859
25    0.8868
26    0.8885
27    0.8919
28    0.8904
29    0.8887
30    0.8898
31    0.8850
32    0.8889
33    0.8861
34    0.8885
35    0.8871
36    0.8876
37    0.8863
38    0.8875
39    0.8894
40    0.8912
41    0.8857
42    0.8876
43    0.8890
44    0.8910
45    0.8859
46    0.8880
47    0.8892
48    0.8875
49    0.8953
50    0.8915
51    0.8855
52    0.8908
53    0.8901
54    0.8900
55    0.8922
56    0.8909
57    0.8884
58    0.8960
59    0.8907
60    0.8926
61    0.8941
62    0.8947
63    0.8969
64    0.8922
65    0.8917
66    0.8933
67    0.8937
68    0.8960
69    0.8908
70    0.8896
71    0.8877
72    0.8928
73    0.8895
74    0.8917
75    0.8916
76    0.8904
77    0.8864
78    0.8905
79    0.8908
80    0.8915
81    0.8925
82    0.8886
83    0.8884
84    0.8857
85    0.8866
86    0.8887
87    0.8933
88    0.8872
89    0.8907
90    0.8905
91    0.8866
92    0.8924
93    0.8867
94    0.8886
95    0.8866
96    0.8853
97    0.8871
98    0.8868
99    0.8881
