0    0.8746
1    0.8779
2    0.8794
3    0.8830
4    0.8851
5    0.8844
6    0.8827
7    0.8807
8    0.8824
9    0.8841
10    0.8841
11    0.8859
12    0.8860
13    0.8867
14    0.8891
15    0.8898
16    0.8891
17    0.8896
18    0.8885
19    0.8902
20    0.8930
21    0.8887
22    0.8874
23    0.8878
24    0.8878
25    0.8882
26    0.8905
27    0.8885
28    0.8895
29    0.8890
30    0.8868
31    0.8882
32    0.8874
33    0.8889
34    0.8911
35    0.8908
36    0.8883
37    0.8916
38    0.8896
39    0.8888
40    0.8917
41    0.8886
42    0.8881
43    0.8899
44    0.8893
45    0.8895
46    0.8895
47    0.8874
48    0.8892
49    0.8885
50    0.8888
51    0.8881
52    0.8898
53    0.8905
54    0.8918
55    0.8925
56    0.8925
57    0.8891
58    0.8905
59    0.8875
60    0.8868
61    0.8863
62    0.8880
63    0.8893
64    0.8904
65    0.8893
66    0.8894
67    0.8917
68    0.8896
69    0.8896
70    0.8873
71    0.8881
72    0.8908
73    0.8942
74    0.8881
75    0.8869
76    0.8891
77    0.8900
78    0.8909
79    0.8916
80    0.8924
81    0.8867
82    0.8869
83    0.8900
84    0.8903
85    0.8887
86    0.8896
87    0.8920
88    0.8879
89    0.8893
90    0.8905
91    0.8907
92    0.8919
93    0.8887
94    0.8864
95    0.8879
96    0.8922
97    0.8914
98    0.8883
99    0.8904
