0    0.8374
1    0.8484
2    0.8529
3    0.8521
4    0.8567
5    0.8600
6    0.8632
7    0.8599
8    0.8603
9    0.8700
10    0.8705
11    0.8715
12    0.8734
13    0.8763
14    0.8796
15    0.8810
16    0.8829
17    0.8807
18    0.8844
19    0.8866
20    0.8881
21    0.8843
22    0.8878
23    0.8832
24    0.8851
25    0.8821
26    0.8806
27    0.8796
28    0.8825
29    0.8808
30    0.8808
31    0.8801
32    0.8809
33    0.8829
34    0.8841
35    0.8834
36    0.8833
37    0.8848
38    0.8821
39    0.8852
40    0.8825
41    0.8815
42    0.8816
43    0.8815
44    0.8814
45    0.8815
46    0.8834
47    0.8826
48    0.8776
49    0.8794
