0    0.8217
1    0.8372
2    0.8436
3    0.8499
4    0.8517
5    0.8537
6    0.8581
7    0.8564
8    0.8583
9    0.8570
10    0.8618
11    0.8637
12    0.8683
13    0.8674
14    0.8708
15    0.8745
16    0.8722
17    0.8725
18    0.8747
19    0.8724
20    0.8745
21    0.8727
22    0.8759
23    0.8754
24    0.8744
25    0.8775
26    0.8767
27    0.8806
28    0.8817
29    0.8837
30    0.8839
31    0.8810
32    0.8805
33    0.8790
34    0.8758
35    0.8750
36    0.8759
37    0.8793
38    0.8770
39    0.8756
40    0.8749
41    0.8749
42    0.8784
43    0.8757
44    0.8765
45    0.8753
46    0.8771
47    0.8748
48    0.8746
49    0.8732
