0 31   47   49   46   50   58   57   60   53   41   40   35   58   51   43   53   67   49   43   56   67   56   47   47   57   50   52   45   75   42   53   56   39   27 
30 24   76   48   57   102   38   44   40   12   28   36   36   60   38   66   27   12   31   33   87   63   44   19   85   52   43   66   61   58   77   51   66   70   50 
60 21   31   35   58   76   60   77   36   39   57   32   69   59   54   105   44   18   20   31   71   70   41   16   94   41   27   75   77   24   53   30   60   47   52 
90 20   49   16   32   81   44   85   73   38   18   33   85   61   49   91   52   30   38   49   90   66   51   10   75   37   16   52   90   30   60   52   46   43   38 
