0	0.8744
1	0.8820
2	0.8832
3	0.8868
4	0.8885
5	0.8927
6	0.8917
7	0.8949
8	0.8966
9	0.8975
10	0.8957
11	0.8982
12	0.8990
13	0.8986
14	0.9007
15	0.9016
16	0.9032
17	0.9038
18	0.8991
19	0.9010
20	0.9003
21	0.8972
22	0.8989
23	0.9010
24	0.9009
25	0.9011
26	0.9014
27	0.9017
28	0.9027
29	0.8999
30	0.8994
31	0.8987
32	0.9015
33	0.9009
34	0.8985
35	0.9002
36	0.9019
37	0.9002
38	0.8968
39	0.9003
40	0.8975
41	0.8987
42	0.9008
43	0.9033
44	0.9007
45	0.9035
46	0.9025
47	0.9035
48	0.9040
49	0.9035
50	0.9022
51	0.9011
52	0.9063
53	0.9068
54	0.9040
55	0.9031
56	0.9021
57	0.8995
58	0.9007
59	0.9027
60	0.9044
61	0.9034
62	0.9048
63	0.9042
64	0.9016
65	0.9030
66	0.9047
67	0.9053
68	0.9068
69	0.9070
70	0.9060
71	0.9052
72	0.9057
73	0.9078
74	0.9104
75	0.9110
76	0.9087
77	0.9102
78	0.9103
79	0.9070
80	0.9066
81	0.9052
82	0.9068
83	0.9075
84	0.9052
85	0.9050
86	0.9053
87	0.9031
88	0.9026
89	0.9022
90	0.9008
91	0.9013
92	0.9006
93	0.8999
94	0.9010
95	0.9031
96	0.9002
97	0.9007
98	0.8980
99	0.9002
