0	21.4
1	21.6
2	21.68
3	21.58
4	22.0
5	21.72
6	21.72
7	22.08
8	21.92
9	21.9
10	21.8
11	21.12
12	20.8
13	20.92
14	20.88
15	21.0
16	21.22
17	21.7
18	21.5
19	21.34
20	21.42
21	21.1
22	20.9
23	20.8
24	21.02
25	21.14
26	20.94
27	20.96
28	20.92
29	20.32
30	20.56
31	20.52
32	20.64
33	21.06
34	20.52
35	20.86
36	20.94
37	20.76
38	20.84
39	21.06
40	20.54
41	20.68
42	20.48
43	20.16
44	20.02
45	19.94
46	19.82
47	20.02
48	20.12
49	20.3
50	20.52
51	20.78
52	20.32
53	20.74
54	20.84
55	20.96
56	20.8
57	20.8
58	21.02
59	21.08
60	20.96
61	21.62
62	20.94
63	20.76
64	20.74
65	20.92
66	21.16
67	21.18
68	21.04
69	20.8
70	21.18
71	21.02
72	20.96
73	20.68
74	20.78
75	20.14
76	20.58
77	20.6
78	20.3
79	20.4
80	20.46
81	20.34
82	20.36
83	20.2
84	20.68
85	20.62
86	20.36
87	20.52
88	20.76
89	20.28
90	20.52
91	20.36
92	20.72
93	20.14
94	20.54
95	20.76
96	21.22
97	21.98
98	21.86
99	22.0
