0 27   51   64   42   57   58   57   51   43   40   48   48   47   50   59   56   54   55   60   38   52   64   58   58   52   42   46   52   41   43   49   56   45   37 
20 21   37   53   35   94   38   70   51   35   42   31   64   61   29   98   43   28   27   57   70   90   33   30   98   55   27   46   68   60   31   37   26   74   41 
40 27   56   49   40   85   43   44   43   20   29   35   41   63   57   120   46   12   18   77   62   61   42   48   115   48   47   71   76   58   25   49   30   37   26 
60 32   54   25   43   102   53   47   21   18   34   30   49   79   57   99   92   22   24   69   65   55   24   31   73   43   55   63   70   36   40   54   41   49   51 
80 68   48   55   35   70   41   63   41   22   14   14   46   50   32   111   68   48   53   82   96   47   28   42   80   81   30   58   85   24   38   39   35   46   10 
