0    0.8857
1    0.8906
2    0.8888
3    0.8926
4    0.8921
5    0.8867
6    0.8940
7    0.8915
8    0.8926
9    0.8905
10    0.8933
11    0.8920
12    0.8903
13    0.8886
14    0.8877
15    0.8905
16    0.8877
17    0.8920
18    0.8910
19    0.8912
20    0.8966
21    0.8991
22    0.8948
23    0.8942
24    0.8958
25    0.8977
26    0.8953
27    0.8957
28    0.8916
29    0.8919
30    0.8930
31    0.8897
32    0.8850
33    0.8895
34    0.8927
35    0.8898
36    0.8908
37    0.8888
38    0.8896
39    0.8934
40    0.8948
41    0.8956
42    0.8968
43    0.8964
44    0.8948
45    0.8994
46    0.8977
47    0.8935
48    0.8944
49    0.8935
