0	0.8748
1	0.8831
2	0.8871
3	0.8857
4	0.8862
5	0.8892
6	0.8875
7	0.8898
8	0.8945
9	0.8916
10	0.8923
11	0.8896
12	0.8866
13	0.8932
14	0.8943
15	0.8948
16	0.8951
17	0.8913
18	0.8907
19	0.8921
20	0.8912
21	0.8835
22	0.8885
23	0.8932
24	0.8915
25	0.8888
26	0.8897
27	0.8917
28	0.8929
29	0.8904
30	0.8901
31	0.8903
32	0.8880
33	0.8909
34	0.8843
35	0.8893
36	0.8883
37	0.8907
38	0.8899
39	0.8921
40	0.8828
41	0.8863
42	0.8856
43	0.8879
44	0.8899
45	0.8911
46	0.8880
47	0.8871
48	0.8866
49	0.8892
50	0.8879
51	0.8839
52	0.8868
53	0.8866
54	0.8866
55	0.8921
56	0.8956
57	0.8866
58	0.8859
59	0.8899
60	0.8858
61	0.8895
62	0.8912
63	0.8880
64	0.8851
65	0.8883
66	0.8876
67	0.8903
68	0.8950
69	0.8925
70	0.8928
71	0.8885
72	0.8870
73	0.8851
74	0.8896
75	0.8892
76	0.8939
77	0.8909
78	0.8918
79	0.8912
80	0.8897
81	0.8859
82	0.8870
83	0.8947
84	0.8875
85	0.8887
86	0.8918
87	0.8891
88	0.8914
89	0.8871
90	0.8921
91	0.8862
92	0.8861
93	0.8838
94	0.8855
95	0.8853
96	0.8896
97	0.8943
98	0.8890
99	0.8918
