0	0.7925
1	0.8136
2	0.8200
3	0.8399
4	0.8517
5	0.8572
6	0.8722
7	0.8743
8	0.8760
9	0.8815
10	0.8836
11	0.8833
12	0.8727
13	0.8824
14	0.8794
15	0.8872
16	0.8921
17	0.8855
18	0.8866
19	0.8910
20	0.8867
21	0.8912
22	0.8862
23	0.8838
24	0.8858
25	0.8811
26	0.8856
27	0.8945
28	0.8908
29	0.8960
30	0.8893
31	0.8827
32	0.8877
33	0.8887
34	0.8851
35	0.8831
36	0.8865
37	0.8913
38	0.8932
39	0.8839
40	0.8880
41	0.8842
42	0.8798
43	0.8813
44	0.8857
45	0.8824
46	0.8892
47	0.8851
48	0.8880
49	0.8944
