0	20.6
1	21.46
2	21.86
3	21.32
4	21.54
5	21.6
6	21.52
7	21.48
8	21.5
9	20.84
10	21.04
11	20.9
12	21.02
13	20.82
14	21.04
15	21.44
16	21.12
17	20.74
18	20.28
19	20.56
20	20.52
21	20.14
22	19.94
23	20.06
24	19.88
25	20.08
26	19.86
27	20.08
28	19.8
29	20.06
30	20.0
31	20.54
32	20.36
33	20.6
34	20.7
35	20.5
36	19.94
37	20.5
38	20.08
39	20.1
40	19.66
41	19.86
42	19.42
43	20.1
44	19.78
45	19.42
46	18.98
47	19.28
48	19.36
49	20.04
50	20.32
51	20.18
52	20.24
53	20.2
54	20.46
55	20.46
56	20.3
57	20.26
58	20.1
59	19.78
60	19.8
61	19.88
62	19.84
63	20.18
64	19.88
65	19.76
66	19.68
67	19.68
68	19.52
69	19.92
70	19.78
71	20.26
72	20.32
73	20.3
74	20.1
75	19.96
76	20.1
77	20.16
78	19.62
79	19.96
80	19.98
81	19.82
82	19.74
83	20.1
84	19.88
85	19.68
86	19.84
87	19.88
88	20.02
89	19.88
90	20.08
91	19.7
92	19.68
93	19.96
94	19.9
95	19.86
96	19.76
97	19.58
98	20.22
99	19.84
100	20.18
101	20.3
102	20.4
103	20.76
104	20.68
105	20.32
106	20.18
107	20.26
108	20.04
109	20.5
110	20.46
111	20.5
112	20.58
113	20.4
114	20.54
115	20.02
116	20.32
117	20.46
118	20.44
119	20.08
120	20.52
121	20.34
122	20.88
123	20.9
124	20.7
125	20.56
126	20.82
127	20.96
128	21.02
129	20.72
130	20.76
131	21.0
132	21.06
133	20.84
134	20.98
135	20.4
136	20.5
137	20.58
138	20.7
139	20.38
140	20.8
141	20.92
142	21.42
143	21.36
144	20.96
145	20.94
146	20.32
147	20.24
148	20.42
149	20.8
150	20.72
151	20.24
152	20.62
153	20.74
154	20.5
155	20.52
156	20.56
157	20.82
158	20.66
159	20.5
160	20.78
161	21.4
162	20.88
163	20.82
164	20.84
165	20.6
166	20.56
167	20.56
168	20.52
169	20.64
170	20.8
171	21.0
172	20.92
173	20.82
174	20.86
175	20.94
176	20.62
177	20.92
178	20.66
179	20.5
180	20.5
181	20.52
182	20.86
183	20.58
184	20.68
185	20.52
186	20.6
187	20.78
188	20.56
189	20.72
190	20.82
191	21.0
192	21.04
193	20.8
194	20.62
195	20.2
196	20.18
197	20.46
198	20.74
199	20.88
200	20.9
201	20.7
202	20.44
203	20.84
204	20.38
205	20.54
206	20.7
207	20.56
208	20.84
209	20.36
210	20.32
211	20.46
212	20.58
213	20.4
214	19.88
215	19.64
216	20.02
217	19.96
218	20.04
219	19.98
220	20.24
221	20.34
222	20.22
223	20.3
224	20.02
225	19.94
226	19.84
227	19.76
228	19.78
229	19.92
230	19.88
231	19.74
232	20.28
233	20.06
234	19.44
235	19.94
236	19.7
237	19.88
238	20.34
239	20.4
240	20.44
241	20.32
242	20.48
243	20.54
244	20.52
245	20.6
246	20.82
247	20.12
248	20.54
249	20.54
250	20.48
251	20.64
252	20.48
253	20.2
254	20.32
255	20.14
256	20.24
257	20.16
258	20.0
259	20.08
260	19.8
261	19.88
262	19.96
263	20.4
264	19.76
265	20.06
266	20.08
267	20.02
268	19.7
269	19.86
270	19.84
271	20.26
272	20.2
273	20.42
274	20.52
275	20.22
276	19.96
277	20.28
278	20.12
279	20.34
280	20.56
281	20.78
282	20.34
283	20.36
284	20.28
285	20.6
286	20.68
287	20.34
288	20.5
289	20.62
290	20.06
291	20.48
292	20.76
293	20.58
294	20.74
295	20.76
296	20.74
297	20.66
298	20.94
299	21.26
300	20.9
301	20.92
302	21.0
303	21.24
304	21.5
305	21.38
306	21.16
307	20.84
308	20.7
309	20.68
310	20.32
311	20.56
312	19.86
313	19.98
314	20.04
315	19.94
316	19.58
317	19.66
318	19.52
319	19.86
320	19.78
321	19.48
322	20.02
323	19.68
324	20.08
325	20.14
326	20.1
327	20.0
328	19.66
329	19.62
330	19.2
331	19.5
332	19.66
333	19.74
334	19.74
335	20.1
336	20.18
337	19.76
338	19.98
339	20.28
340	19.9
341	19.94
342	19.74
343	19.98
344	20.32
345	20.36
346	20.62
347	20.42
348	20.1
349	20.68
350	20.6
351	20.46
352	20.42
353	20.42
354	20.28
355	20.48
356	20.28
357	20.54
358	19.74
359	19.86
360	20.16
361	20.0
362	20.1
363	20.1
364	20.18
365	20.22
366	20.18
367	20.26
368	20.0
369	20.28
370	20.5
371	20.36
372	20.3
373	20.1
374	19.54
375	19.78
376	20.32
377	20.78
378	20.72
379	20.88
380	20.92
381	20.7
382	21.06
383	20.92
384	20.8
385	21.0
386	20.96
387	21.06
388	20.82
389	21.06
390	21.0
391	20.98
392	21.16
393	21.08
394	21.2
395	21.02
396	20.54
397	20.56
398	20.36
399	19.9
