0	162.72
1	162.12
2	161.32
3	162.4
4	163.06
5	162.18
6	162.34
7	162.34
8	162.86
9	162.64
10	161.68
11	161.9
12	161.88
13	161.6
14	161.22
15	161.96
16	163.4
17	163.46
18	162.54
19	161.92
20	161.98
21	162.92
22	162.6
23	162.14
24	162.3
25	161.86
26	161.68
27	161.62
28	162.18
29	162.14
30	161.7
31	161.62
32	162.28
33	162.08
34	161.98
35	162.26
36	162.02
37	163.42
38	162.8
39	163.24
40	163.6
41	163.4
42	163.72
43	162.96
44	163.32
45	163.58
46	163.26
47	164.0
48	163.58
49	163.26
