0	161
1	160
2	172
3	161
4	162
5	167
6	161
7	160
8	156
9	157
10	158
11	159
12	163
13	160
14	168
15	159
16	160
17	161
18	157
19	160
20	163
21	158
22	156
23	160
24	147
25	167
26	152
27	160
28	173
29	159
30	151
31	173
32	168
33	167
34	166
35	165
36	169
37	169
38	165
39	155
40	160
41	163
42	162
43	166
44	163
45	156
46	166
47	169
48	164
49	164
50	157
51	166
52	163
53	168
54	164
55	171
56	162
57	166
58	172
59	163
60	172
61	168
62	161
63	158
64	165
65	162
66	162
67	172
68	163
69	156
70	161
71	165
72	161
73	160
74	173
75	175
76	172
77	162
78	165
79	167
80	168
81	166
82	173
83	158
84	168
85	166
86	161
87	166
88	157
89	167
90	162
91	164
92	162
93	167
94	168
95	160
96	166
97	157
98	168
99	158
