0	0.8949
1	0.8973
2	0.9001
3	0.9021
4	0.9035
5	0.9033
6	0.9034
7	0.9046
8	0.9052
9	0.9066
10	0.9051
11	0.9055
12	0.9050
13	0.9062
14	0.9064
15	0.9064
16	0.9064
17	0.9056
18	0.9060
19	0.9080
20	0.9088
21	0.9097
22	0.9074
23	0.9071
24	0.9071
25	0.9090
26	0.9096
27	0.9101
28	0.9091
29	0.9100
30	0.9113
31	0.9104
32	0.9109
33	0.9116
34	0.9106
35	0.9111
36	0.9105
37	0.9099
38	0.9093
39	0.9109
40	0.9108
41	0.9110
42	0.9101
43	0.9106
44	0.9111
45	0.9098
46	0.9097
47	0.9086
48	0.9109
49	0.9101
50	0.9099
51	0.9100
52	0.9084
53	0.9089
54	0.9091
55	0.9095
56	0.9105
57	0.9088
58	0.9082
59	0.9092
60	0.9093
61	0.9090
62	0.9070
63	0.9082
64	0.9079
65	0.9071
66	0.9067
67	0.9075
68	0.9082
69	0.9080
70	0.9073
71	0.9076
72	0.9073
73	0.9084
74	0.9092
75	0.9089
76	0.9094
77	0.9098
78	0.9093
79	0.9099
80	0.9087
81	0.9081
82	0.9072
83	0.9082
84	0.9093
85	0.9086
86	0.9084
87	0.9089
88	0.9086
89	0.9091
90	0.9099
91	0.9095
92	0.9090
93	0.9075
94	0.9064
95	0.9073
96	0.9069
97	0.9065
98	0.9083
99	0.9078
