0	165
1	161
2	170
3	166
4	167
5	157
6	161
7	163
8	161
9	167
10	164
11	167
12	167
13	159
14	167
15	165
16	165
17	168
18	155
19	159
20	168
21	170
22	163
23	158
24	159
25	156
26	155
27	167
28	163
29	159
30	158
31	164
32	158
33	158
34	166
35	164
36	161
37	167
38	161
39	165
40	165
41	159
42	163
43	169
44	163
45	157
46	162
47	158
48	157
49	162
50	157
51	157
52	162
53	167
54	165
55	170
56	166
57	172
58	168
59	160
60	167
61	163
62	161
63	162
64	156
65	165
66	164
67	158
68	161
69	170
70	167
71	171
72	162
73	163
74	161
75	173
76	162
77	168
78	169
79	169
80	163
81	160
82	162
83	164
84	157
85	168
86	161
87	160
88	170
89	162
90	169
91	173
92	162
93	169
94	163
95	161
96	167
97	161
98	165
99	159
