0    0.9039
1    0.9047
2    0.9074
3    0.9084
4    0.9085
5    0.9091
6    0.9092
7    0.9081
8    0.9101
9    0.9109
10    0.9106
11    0.9108
12    0.9111
13    0.9110
14    0.9116
15    0.9112
16    0.9107
17    0.9116
18    0.9133
19    0.9124
20    0.9118
21    0.9115
22    0.9110
23    0.9124
24    0.9120
25    0.9113
26    0.9115
27    0.9102
28    0.9113
29    0.9116
30    0.9106
31    0.9115
32    0.9118
33    0.9109
34    0.9118
35    0.9107
36    0.9108
37    0.9102
38    0.9108
39    0.9107
40    0.9123
41    0.9113
42    0.9115
43    0.9112
44    0.9108
45    0.9112
46    0.9115
47    0.9126
48    0.9124
49    0.9119
