0	24
1	21
2	22
3	20
4	20
5	20
6	21
7	20
8	20
9	22
10	19
11	19
12	20
13	23
14	17
15	20
16	20
17	19
18	23
19	20
20	19
21	21
22	23
23	22
24	23
25	19
26	21
27	21
28	21
29	20
30	16
31	20
32	20
33	21
34	21
35	19
36	17
37	21
38	21
39	23
40	18
41	22
42	21
43	21
44	21
45	21
46	21
47	22
48	20
49	21
50	22
51	19
52	17
53	22
54	22
55	20
56	21
57	20
58	17
59	22
60	20
61	21
62	19
63	22
64	19
65	21
66	20
67	20
68	23
69	16
70	14
71	19
72	18
73	19
74	20
75	17
76	18
77	18
78	20
79	20
80	19
81	19
82	21
83	19
84	19
85	19
86	19
87	21
88	19
89	23
90	23
91	22
92	18
93	21
94	16
95	18
96	20
97	21
98	17
99	20
