0	0.8006
1	0.8181
2	0.8350
3	0.8511
4	0.8545
5	0.8671
6	0.8739
7	0.8683
8	0.8694
9	0.8716
10	0.8753
11	0.8739
12	0.8803
13	0.8758
14	0.8720
15	0.8783
16	0.8790
17	0.8836
18	0.8846
19	0.8906
20	0.8815
21	0.8819
22	0.8843
23	0.8796
24	0.8830
25	0.8791
26	0.8847
27	0.8831
28	0.8881
29	0.8861
30	0.8916
31	0.8925
32	0.8940
33	0.8942
34	0.8886
35	0.8902
36	0.8868
37	0.8849
38	0.8815
39	0.8779
40	0.8745
41	0.8790
42	0.8831
43	0.8773
44	0.8822
45	0.8813
46	0.8874
47	0.8820
48	0.8884
49	0.8881
50	0.8915
51	0.8836
52	0.8928
53	0.8896
54	0.8839
55	0.8823
56	0.8835
57	0.8803
58	0.8741
59	0.8760
60	0.8815
61	0.8839
62	0.8817
63	0.8808
64	0.8844
65	0.8862
66	0.8833
67	0.8847
68	0.8867
69	0.8885
70	0.8733
71	0.8780
72	0.8731
73	0.8717
74	0.8780
75	0.8744
76	0.8771
77	0.8695
78	0.8709
79	0.8734
80	0.8712
81	0.8710
82	0.8730
83	0.8757
84	0.8771
85	0.8730
86	0.8770
87	0.8777
88	0.8742
89	0.8732
90	0.8792
91	0.8738
92	0.8789
93	0.8792
94	0.8760
95	0.8803
96	0.8909
97	0.8808
98	0.8821
99	0.8795
