0	12
1	12
2	14
3	12
4	16
5	15
6	12
7	13
8	12
9	12
10	12
11	11
12	12
13	12
14	12
15	11
16	12
17	11
18	11
19	11
20	11
21	12
22	12
23	11
24	10
25	11
26	10
27	12
28	10
29	12
30	13
31	11
32	12
33	11
34	10
35	10
36	11
37	9
38	10
39	8
40	10
41	10
42	10
43	9
44	10
45	10
46	10
47	10
48	10
49	10
50	12
51	9
52	10
53	11
54	12
55	9
56	8
57	12
58	11
59	12
60	11
61	11
62	9
63	9
64	12
65	12
66	11
67	11
68	10
69	11
70	11
71	11
72	10
73	12
74	10
75	11
76	10
77	11
78	12
79	10
80	10
81	10
82	10
83	11
84	12
85	11
86	11
87	11
88	11
89	11
90	10
91	10
92	11
93	13
94	12
95	12
96	13
97	13
98	13
99	12
