0	171
1	165
2	159
3	166
4	157
5	156
6	162
7	158
8	160
9	164
10	156
11	156
12	160
13	163
14	160
15	167
16	160
17	163
18	168
19	174
20	164
21	160
22	158
23	152
24	168
25	158
26	164
27	159
28	166
29	158
30	158
31	163
32	168
33	165
34	167
35	164
36	166
37	163
38	163
39	161
40	163
41	171
42	168
43	168
44	167
45	169
46	155
47	161
48	173
49	167
50	172
51	168
52	162
53	169
54	155
55	159
56	162
57	158
58	165
59	160
60	158
61	157
62	171
63	165
64	164
65	159
66	163
67	164
68	164
69	167
70	163
71	172
72	164
73	168
74	165
75	164
76	156
77	166
78	157
79	158
80	158
81	158
82	174
83	159
84	166
85	164
86	159
87	162
88	161
89	163
90	167
91	165
92	164
93	160
94	163
95	159
96	168
97	158
98	160
99	163
