0    0.8744
1    0.8797
2    0.8784
3    0.8785
4    0.8806
5    0.8806
6    0.8857
7    0.8853
8    0.8846
9    0.8862
10    0.8869
11    0.8876
12    0.8876
13    0.8858
14    0.8885
15    0.8880
16    0.8910
17    0.8885
18    0.8882
19    0.8872
20    0.8845
21    0.8870
22    0.8874
23    0.8855
24    0.8884
25    0.8891
26    0.8900
27    0.8893
28    0.8918
29    0.8892
30    0.8876
31    0.8884
32    0.8879
33    0.8926
34    0.8919
35    0.8926
36    0.8938
37    0.8943
38    0.8924
39    0.8929
40    0.8906
41    0.8907
42    0.8915
43    0.8904
44    0.8891
45    0.8918
46    0.8932
47    0.8899
48    0.8887
49    0.8896
