0 22   57   59   44   51   50   45   50   50   46   48   50   61   52   54   60   60   58   52   47   51   62   39   48   43   50   63   61   52   34   49   53   42   37 
10 14   81   58   52   85   41   69   53   48   8   70   20   36   16   46   64   36   32   44   50   100   37   43   107   44   47   83   54   43   33   52   42   40   52 
20 34   78   42   67   90   33   49   74   28   27   58   46   34   25   30   39   25   23   36   56   81   36   44   74   71   47   97   55   45   35   46   38   85   52 
30 20   47   50   39   95   23   65   43   35   37   26   48   66   52   39   51   13   26   42   61   77   41   33   94   44   63   99   73   29   85   35   39   72   38 
40 47   60   46   34   69   21   34   34   34   13   32   43   71   41   82   38   27   33   37   97   83   33   41   93   30   102   92   71   17   80   28   41   52   44 
